airline_name,date,month,day,year,flight_number,destination_airport,scheduled_hour,scheduled_departure_time,scheduled_elapsed_time_minutes
Delta Air Lines,2022-01-28,1,28,2022,2243,MIA,19,19:45,205
Republic Airways,2022-01-28,1,28,2022,5615,BOS,22,22:30,75
Republic Airways,2022-01-28,1,28,2022,5619,RDU,13,13:35,107
Republic Airways,2022-01-28,1,28,2022,5665,DCA,17,17:49,81
Republic Airways,2022-01-28,1,28,2022,5688,CMH,20,20:48,115
Republic Airways,2022-01-28,1,28,2022,5740,JAX,19,19:25,168
Republic Airways,2022-01-28,1,28,2022,5763,DCA,21,21:42,78
Endeavor Air,2022-01-29,1,29,2022,4629,ORF,09,09:55,87
Endeavor Air,2022-01-29,1,29,2022,4634,ORF,21,21:15,96
Endeavor Air,2022-01-29,1,29,2022,4635,MSP,14,14:59,207
Endeavor Air,2022-01-29,1,29,2022,4649,CHS,12,12:00,130
Endeavor Air,2022-01-29,1,29,2022,4654,DTW,19,19:40,140
Endeavor Air,2022-01-29,1,29,2022,4668,BTV,13,13:30,74
Endeavor Air,2022-01-29,1,29,2022,4676,DTW,07,07:10,133
Endeavor Air,2022-01-29,1,29,2022,4716,ORD,11,11:30,172
Endeavor Air,2022-01-29,1,29,2022,4726,ROC,09,09:50,84
Endeavor Air,2022-01-29,1,29,2022,4761,CHS,08,08:59,133
Endeavor Air,2022-01-29,1,29,2022,4778,IAD,20,20:59,82
Endeavor Air,2022-01-29,1,29,2022,4795,BUF,21,21:35,99
Endeavor Air,2022-01-29,1,29,2022,4801,IND,08,08:59,151
Endeavor Air,2022-01-29,1,29,2022,4829,RDU,16,16:55,113
Endeavor Air,2022-01-29,1,29,2022,4855,BNA,20,20:05,160
Endeavor Air,2022-01-29,1,29,2022,4858,DTW,12,12:59,130
Endeavor Air,2022-01-29,1,29,2022,4865,ROC,15,15:20,92
Endeavor Air,2022-01-29,1,29,2022,4872,RIC,14,14:55,99
Endeavor Air,2022-01-29,1,29,2022,4873,RDU,08,08:15,113
Endeavor Air,2022-01-29,1,29,2022,4875,ROC,21,21:59,88
Endeavor Air,2022-01-29,1,29,2022,4982,CLE,09,09:20,120
Endeavor Air,2022-01-29,1,29,2022,4997,CLE,13,13:59,119
Endeavor Air,2022-01-29,1,29,2022,5011,CLT,19,19:50,139
Endeavor Air,2022-01-29,1,29,2022,5020,RIC,08,08:17,100
Endeavor Air,2022-01-29,1,29,2022,5023,BNA,14,14:59,161
Endeavor Air,2022-01-29,1,29,2022,5041,IND,19,19:55,156
Endeavor Air,2022-01-29,1,29,2022,5043,CLE,19,19:00,123
Endeavor Air,2022-01-29,1,29,2022,5053,PIT,07,07:59,99
Endeavor Air,2022-01-29,1,29,2022,5057,BUF,09,09:29,97
Endeavor Air,2022-01-29,1,29,2022,5074,DTW,17,17:34,133
Endeavor Air,2022-01-29,1,29,2022,5090,IND,14,14:55,149
Endeavor Air,2022-01-29,1,29,2022,5113,RDU,11,11:00,107
Endeavor Air,2022-01-29,1,29,2022,5183,SAV,14,14:55,148
Endeavor Air,2022-01-29,1,29,2022,5199,BWI,09,09:00,80
Endeavor Air,2022-01-29,1,29,2022,5207,ORF,13,13:00,87
Endeavor Air,2022-01-29,1,29,2022,5214,BWI,21,21:50,74
Endeavor Air,2022-01-29,1,29,2022,5241,CHS,14,14:59,139
Endeavor Air,2022-01-29,1,29,2022,5247,RDU,19,19:30,114
Endeavor Air,2022-01-29,1,29,2022,5273,CVG,19,19:25,129
Endeavor Air,2022-01-29,1,29,2022,5282,BUF,17,17:19,93
Endeavor Air,2022-01-29,1,29,2022,5291,SAV,09,09:30,143
Endeavor Air,2022-01-29,1,29,2022,5379,CLT,17,17:00,134
Endeavor Air,2022-01-29,1,29,2022,5412,BNA,08,08:25,157
Endeavor Air,2022-01-29,1,29,2022,5422,ORD,19,19:40,174
Endeavor Air,2022-01-29,1,29,2022,5446,SYR,12,12:30,75
Endeavor Air,2022-01-29,1,29,2022,5447,RDU,13,13:35,109
Endeavor Air,2022-01-29,1,29,2022,5449,BWI,14,14:55,69
Endeavor Air,2022-01-29,1,29,2022,5460,IAD,14,14:55,82
Endeavor Air,2022-01-29,1,29,2022,5470,CLT,08,08:39,136
Endeavor Air,2022-01-29,1,29,2022,5494,RIC,21,21:00,107
American Airlines,2022-01-29,1,29,2022,0001,LAX,07,07:30,394
American Airlines,2022-01-29,1,29,2022,0003,LAX,11,11:30,392
American Airlines,2022-01-29,1,29,2022,0076,SFO,07,07:00,413
American Airlines,2022-01-29,1,29,2022,0117,LAX,19,19:30,394
American Airlines,2022-01-29,1,29,2022,0171,LAX,06,06:00,394
American Airlines,2022-01-29,1,29,2022,0177,SFO,20,20:10,409
American Airlines,2022-01-29,1,29,2022,0185,LAX,21,21:30,389
American Airlines,2022-01-29,1,29,2022,0255,LAX,10,10:00,392
American Airlines,2022-01-29,1,29,2022,0302,LAX,18,18:00,393
American Airlines,2022-01-29,1,29,2022,0306,LAX,16,16:30,394
American Airlines,2022-01-29,1,29,2022,0311,CLT,13,13:49,129
American Airlines,2022-01-29,1,29,2022,0327,CLT,14,14:59,136
American Airlines,2022-01-29,1,29,2022,0341,LAX,15,15:10,397
American Airlines,2022-01-29,1,29,2022,0366,ORD,20,20:30,174
American Airlines,2022-01-29,1,29,2022,0429,SNA,16,16:35,386
American Airlines,2022-01-29,1,29,2022,0495,CLT,09,09:25,132
American Airlines,2022-01-29,1,29,2022,0595,MIA,11,11:00,187
American Airlines,2022-01-29,1,29,2022,0688,MIA,13,13:00,190
American Airlines,2022-01-29,1,29,2022,0830,JAC,11,11:00,317
American Airlines,2022-01-29,1,29,2022,0936,STT,09,09:30,235
American Airlines,2022-01-29,1,29,2022,1032,MIA,09,09:15,185
American Airlines,2022-01-29,1,29,2022,1174,MIA,18,18:15,195
American Airlines,2022-01-29,1,29,2022,1250,BOS,15,15:40,76
American Airlines,2022-01-29,1,29,2022,1274,DFW,18,18:30,255
American Airlines,2022-01-29,1,29,2022,1330,LAS,20,20:40,366
American Airlines,2022-01-29,1,29,2022,1355,CLT,19,19:30,131
American Airlines,2022-01-29,1,29,2022,1479,MIA,14,14:59,197
American Airlines,2022-01-29,1,29,2022,1487,PHX,16,16:25,361
American Airlines,2022-01-29,1,29,2022,1553,EGE,11,11:00,296
American Airlines,2022-01-29,1,29,2022,1609,BOS,22,22:45,74
American Airlines,2022-01-29,1,29,2022,1610,MIA,08,08:00,200
American Airlines,2022-01-29,1,29,2022,1637,BOS,12,12:32,75
American Airlines,2022-01-29,1,29,2022,1875,FLL,06,06:59,192
American Airlines,2022-01-29,1,29,2022,1901,MIA,16,16:29,200
American Airlines,2022-01-29,1,29,2022,2222,BOS,08,08:25,83
American Airlines,2022-01-29,1,29,2022,2234,DFW,08,08:00,268
American Airlines,2022-01-29,1,29,2022,2262,MIA,21,21:25,190
American Airlines,2022-01-29,1,29,2022,2268,MIA,06,06:30,190
American Airlines,2022-01-29,1,29,2022,2305,SFO,17,17:00,410
American Airlines,2022-01-29,1,29,2022,2643,CLT,06,06:00,130
American Airlines,2022-01-29,1,29,2022,2731,CLT,17,17:29,131
American Airlines,2022-01-29,1,29,2022,2772,AUS,17,17:29,264
American Airlines,2022-01-29,1,29,2022,2813,AUS,07,07:59,273
American Airlines,2022-01-29,1,29,2022,2819,ORD,07,07:50,186
American Airlines,2022-01-29,1,29,2022,2829,PHX,12,12:45,361
Alaska Airlines,2022-01-29,1,29,2022,0007,SEA,07,07:30,385
Alaska Airlines,2022-01-29,1,29,2022,0014,SFO,13,13:00,404
Alaska Airlines,2022-01-29,1,29,2022,0027,SFO,09,09:00,401
Alaska Airlines,2022-01-29,1,29,2022,0063,SEA,11,11:30,385
Alaska Airlines,2022-01-29,1,29,2022,0077,SEA,09,09:30,385
Alaska Airlines,2022-01-29,1,29,2022,0178,SAN,09,09:30,362
Alaska Airlines,2022-01-29,1,29,2022,0185,SFO,11,11:30,404
Alaska Airlines,2022-01-29,1,29,2022,0186,PDX,07,07:30,385
Alaska Airlines,2022-01-29,1,29,2022,0221,SEA,16,16:55,392
Alaska Airlines,2022-01-29,1,29,2022,0393,SAN,16,16:55,362
Alaska Airlines,2022-01-29,1,29,2022,0479,PDX,20,20:05,394
Alaska Airlines,2022-01-29,1,29,2022,0657,SFO,18,18:35,415
JetBlue Airways,2022-01-29,1,29,2022,0001,FLL,07,07:30,195
JetBlue Airways,2022-01-29,1,29,2022,0053,PBI,07,07:30,184
JetBlue Airways,2022-01-29,1,29,2022,0063,SEA,09,09:29,392
JetBlue Airways,2022-01-29,1,29,2022,0065,ABQ,20,20:00,309
JetBlue Airways,2022-01-29,1,29,2022,0071,SLC,19,19:30,334
JetBlue Airways,2022-01-29,1,29,2022,0081,RNO,19,19:40,380
JetBlue Airways,2022-01-29,1,29,2022,0083,MCO,11,11:29,184
JetBlue Airways,2022-01-29,1,29,2022,0089,SAN,16,16:50,382
JetBlue Airways,2022-01-29,1,29,2022,0102,BUF,21,21:35,94
JetBlue Airways,2022-01-29,1,29,2022,0105,ORD,20,20:50,169
JetBlue Airways,2022-01-29,1,29,2022,0116,SYR,09,09:25,78
JetBlue Airways,2022-01-29,1,29,2022,0118,BOS,11,11:35,70
JetBlue Airways,2022-01-29,1,29,2022,0125,TPA,11,11:05,190
JetBlue Airways,2022-01-29,1,29,2022,0163,SRQ,08,08:00,195
JetBlue Airways,2022-01-29,1,29,2022,0186,ROC,09,09:15,85
JetBlue Airways,2022-01-29,1,29,2022,0189,SAN,06,06:59,380
JetBlue Airways,2022-01-29,1,29,2022,0201,FLL,08,08:18,202
JetBlue Airways,2022-01-29,1,29,2022,0225,TPA,16,16:30,191
JetBlue Airways,2022-01-29,1,29,2022,0234,BTV,21,21:59,76
JetBlue Airways,2022-01-29,1,29,2022,0263,SEA,19,19:15,394
JetBlue Airways,2022-01-29,1,29,2022,0285,RDU,12,12:20,106
JetBlue Airways,2022-01-29,1,29,2022,0295,AUS,13,13:44,269
JetBlue Airways,2022-01-29,1,29,2022,0341,SAV,15,15:30,148
JetBlue Airways,2022-01-29,1,29,2022,0359,BUR,15,15:59,397
JetBlue Airways,2022-01-29,1,29,2022,0383,MCO,14,14:29,182
JetBlue Airways,2022-01-29,1,29,2022,0385,RDU,20,20:40,113
JetBlue Airways,2022-01-29,1,29,2022,0415,SFO,10,10:15,411
JetBlue Airways,2022-01-29,1,29,2022,0425,TPA,06,06:30,181
JetBlue Airways,2022-01-29,1,29,2022,0453,PBI,15,15:30,189
JetBlue Airways,2022-01-29,1,29,2022,0459,BUR,08,08:45,400
JetBlue Airways,2022-01-29,1,29,2022,0486,ROC,22,22:16,82
JetBlue Airways,2022-01-29,1,29,2022,0503,SJU,08,08:00,236
JetBlue Airways,2022-01-29,1,29,2022,0518,BOS,06,06:59,69
JetBlue Airways,2022-01-29,1,29,2022,0519,ATL,08,08:57,161
JetBlue Airways,2022-01-29,1,29,2022,0575,MSY,14,14:30,218
JetBlue Airways,2022-01-29,1,29,2022,0583,MCO,07,07:30,187
JetBlue Airways,2022-01-29,1,29,2022,0585,RDU,06,06:00,104
JetBlue Airways,2022-01-29,1,29,2022,0586,ROC,17,17:40,83
JetBlue Airways,2022-01-29,1,29,2022,0601,FLL,06,06:00,188
JetBlue Airways,2022-01-29,1,29,2022,0617,MSP,20,20:59,197
JetBlue Airways,2022-01-29,1,29,2022,0629,RSW,21,21:45,194
JetBlue Airways,2022-01-29,1,29,2022,0669,SJC,17,17:59,408
JetBlue Airways,2022-01-29,1,29,2022,0676,ORH,22,22:30,58
JetBlue Airways,2022-01-29,1,29,2022,0677,JAX,07,07:20,160
JetBlue Airways,2022-01-29,1,29,2022,0702,BUF,13,13:25,87
JetBlue Airways,2022-01-29,1,29,2022,0709,DFW,12,12:29,254
JetBlue Airways,2022-01-29,1,29,2022,0718,BOS,14,14:45,72
JetBlue Airways,2022-01-29,1,29,2022,0725,SAT,09,09:45,279
JetBlue Airways,2022-01-29,1,29,2022,0776,ORH,13,13:06,58
JetBlue Airways,2022-01-29,1,29,2022,0795,AUS,06,06:59,258
JetBlue Airways,2022-01-29,1,29,2022,0803,SJU,15,15:10,234
JetBlue Airways,2022-01-29,1,29,2022,0818,BOS,13,13:29,73
JetBlue Airways,2022-01-29,1,29,2022,0839,BQN,22,22:55,219
JetBlue Airways,2022-01-29,1,29,2022,0841,SAV,07,07:30,149
JetBlue Airways,2022-01-29,1,29,2022,0853,PBI,12,12:00,185
JetBlue Airways,2022-01-29,1,29,2022,0871,SLC,08,08:40,327
JetBlue Airways,2022-01-29,1,29,2022,0883,MCO,17,17:29,184
JetBlue Airways,2022-01-29,1,29,2022,0901,FLL,11,11:15,194
JetBlue Airways,2022-01-29,1,29,2022,0915,SFO,16,16:20,413
JetBlue Airways,2022-01-29,1,29,2022,0918,BOS,21,21:50,79
JetBlue Airways,2022-01-29,1,29,2022,0947,BZN,09,09:59,317
JetBlue Airways,2022-01-29,1,29,2022,1003,SJU,21,21:20,233
JetBlue Airways,2022-01-29,1,29,2022,1005,PDX,19,19:42,382
JetBlue Airways,2022-01-29,1,29,2022,1019,DTW,20,20:30,130
JetBlue Airways,2022-01-29,1,29,2022,1040,STT,12,12:20,232
JetBlue Airways,2022-01-29,1,29,2022,1053,PBI,09,09:00,186
JetBlue Airways,2022-01-29,1,29,2022,1073,BNA,10,10:30,162
JetBlue Airways,2022-01-29,1,29,2022,1083,MCO,05,05:30,175
JetBlue Airways,2022-01-29,1,29,2022,1105,ORD,11,11:00,170
JetBlue Airways,2022-01-29,1,29,2022,1118,BOS,16,16:30,76
JetBlue Airways,2022-01-29,1,29,2022,1119,ATL,13,13:26,156
JetBlue Airways,2022-01-29,1,29,2022,1128,BOS,21,21:30,80
JetBlue Airways,2022-01-29,1,29,2022,1160,BOS,15,15:30,76
JetBlue Airways,2022-01-29,1,29,2022,1201,FLL,15,15:59,197
JetBlue Airways,2022-01-29,1,29,2022,1273,CHS,08,08:00,141
JetBlue Airways,2022-01-29,1,29,2022,1318,BOS,22,22:59,76
JetBlue Airways,2022-01-29,1,29,2022,1401,FLL,18,18:45,196
JetBlue Airways,2022-01-29,1,29,2022,1418,BOS,18,18:30,85
JetBlue Airways,2022-01-29,1,29,2022,1438,BOS,08,08:29,77
JetBlue Airways,2022-01-29,1,29,2022,1473,CHS,10,10:59,134
JetBlue Airways,2022-01-29,1,29,2022,1483,MCO,13,13:00,178
JetBlue Airways,2022-01-29,1,29,2022,1515,SFO,21,21:00,408
JetBlue Airways,2022-01-29,1,29,2022,1601,FLL,13,13:51,199
JetBlue Airways,2022-01-29,1,29,2022,1602,BUF,10,10:31,85
JetBlue Airways,2022-01-29,1,29,2022,1603,SJU,05,05:41,227
JetBlue Airways,2022-01-29,1,29,2022,1623,LAX,20,20:29,389
JetBlue Airways,2022-01-29,1,29,2022,1634,BTV,09,09:40,75
JetBlue Airways,2022-01-29,1,29,2022,1677,JAX,14,14:59,162
JetBlue Airways,2022-01-29,1,29,2022,1729,RSW,14,14:30,201
JetBlue Airways,2022-01-29,1,29,2022,1849,PSP,17,17:09,374
JetBlue Airways,2022-01-29,1,29,2022,1881,IAH,11,11:59,257
JetBlue Airways,2022-01-29,1,29,2022,1983,MCO,06,06:29,184
JetBlue Airways,2022-01-29,1,29,2022,1993,MIA,14,14:00,200
JetBlue Airways,2022-01-29,1,29,2022,2029,RSW,09,09:33,203
JetBlue Airways,2022-01-29,1,29,2022,2103,SJU,20,20:04,235
JetBlue Airways,2022-01-29,1,29,2022,2123,LAX,09,09:31,389
JetBlue Airways,2022-01-29,1,29,2022,2155,EYW,07,07:41,218
JetBlue Airways,2022-01-29,1,29,2022,2201,FLL,09,09:59,197
JetBlue Airways,2022-01-29,1,29,2022,2293,MIA,06,06:10,191
JetBlue Airways,2022-01-29,1,29,2022,2473,CHS,13,13:59,137
JetBlue Airways,2022-01-29,1,29,2022,2593,MIA,10,10:30,198
JetBlue Airways,2022-01-29,1,29,2022,2693,MIA,17,17:15,199
JetBlue Airways,2022-01-29,1,29,2022,2802,BUF,08,08:10,89
Delta Air Lines,2022-01-29,1,29,2022,0302,LAX,07,07:00,380
Delta Air Lines,2022-01-29,1,29,2022,0311,SFO,16,16:35,404
Delta Air Lines,2022-01-29,1,29,2022,0314,SFO,20,20:00,408
Delta Air Lines,2022-01-29,1,29,2022,0326,LAX,12,12:20,375
Delta Air Lines,2022-01-29,1,29,2022,0338,SAN,16,16:59,378
Delta Air Lines,2022-01-29,1,29,2022,0353,LAX,19,19:10,394
Delta Air Lines,2022-01-29,1,29,2022,0354,SLC,07,07:00,330
Delta Air Lines,2022-01-29,1,29,2022,0384,SLC,10,10:29,328
Delta Air Lines,2022-01-29,1,29,2022,0424,ATL,06,06:30,155
Delta Air Lines,2022-01-29,1,29,2022,0430,LAS,15,15:59,356
Delta Air Lines,2022-01-29,1,29,2022,0435,ATL,19,19:00,167
Delta Air Lines,2022-01-29,1,29,2022,0442,SFO,11,11:15,395
Delta Air Lines,2022-01-29,1,29,2022,0445,LAS,19,19:29,359
Delta Air Lines,2022-01-29,1,29,2022,0452,SEA,15,15:41,387
Delta Air Lines,2022-01-29,1,29,2022,0460,SEA,18,18:07,382
Delta Air Lines,2022-01-29,1,29,2022,0487,SFO,07,07:00,402
Delta Air Lines,2022-01-29,1,29,2022,0543,LAX,08,08:35,390
Delta Air Lines,2022-01-29,1,29,2022,0563,LAX,15,15:45,382
Delta Air Lines,2022-01-29,1,29,2022,0639,SJU,08,08:10,229
Delta Air Lines,2022-01-29,1,29,2022,0655,AUS,18,18:39,268
Delta Air Lines,2022-01-29,1,29,2022,0659,AUS,08,08:30,276
Delta Air Lines,2022-01-29,1,29,2022,0667,SLC,16,16:44,330
Delta Air Lines,2022-01-29,1,29,2022,0675,BOS,14,14:55,85
Delta Air Lines,2022-01-29,1,29,2022,0795,PHX,07,07:05,345
Delta Air Lines,2022-01-29,1,29,2022,0806,SJU,13,13:00,218
Delta Air Lines,2022-01-29,1,29,2022,0812,MCO,07,07:30,179
Delta Air Lines,2022-01-29,1,29,2022,0829,PHX,18,18:51,358
Delta Air Lines,2022-01-29,1,29,2022,0856,ATL,15,15:59,160
Delta Air Lines,2022-01-29,1,29,2022,0859,ATL,12,12:00,155
Delta Air Lines,2022-01-29,1,29,2022,0863,ATL,08,08:30,162
Delta Air Lines,2022-01-29,1,29,2022,0992,MSP,07,07:59,196
Delta Air Lines,2022-01-29,1,29,2022,1005,DFW,07,07:59,261
Delta Air Lines,2022-01-29,1,29,2022,1036,DFW,18,18:29,254
Delta Air Lines,2022-01-29,1,29,2022,1074,ATL,17,17:30,162
Delta Air Lines,2022-01-29,1,29,2022,1077,DEN,19,19:59,289
Delta Air Lines,2022-01-29,1,29,2022,1104,LAS,08,08:10,360
Delta Air Lines,2022-01-29,1,29,2022,1131,MSP,19,19:50,203
Delta Air Lines,2022-01-29,1,29,2022,1170,DEN,07,07:59,289
Delta Air Lines,2022-01-29,1,29,2022,1272,FLL,08,08:37,199
Delta Air Lines,2022-01-29,1,29,2022,1291,MCO,18,18:29,185
Delta Air Lines,2022-01-29,1,29,2022,1322,FLL,17,17:30,193
Delta Air Lines,2022-01-29,1,29,2022,1377,MSY,07,07:30,218
Delta Air Lines,2022-01-29,1,29,2022,1427,PDX,19,19:25,386
Delta Air Lines,2022-01-29,1,29,2022,1547,STT,08,08:30,241
Delta Air Lines,2022-01-29,1,29,2022,1641,MSY,16,16:05,216
Delta Air Lines,2022-01-29,1,29,2022,1660,MCO,15,15:29,184
Delta Air Lines,2022-01-29,1,29,2022,1859,SJU,18,18:28,236
Delta Air Lines,2022-01-29,1,29,2022,2090,TPA,18,18:15,193
Delta Air Lines,2022-01-29,1,29,2022,2127,FLL,10,10:59,183
Delta Air Lines,2022-01-29,1,29,2022,2219,MIA,07,07:00,189
Delta Air Lines,2022-01-29,1,29,2022,2243,MIA,19,19:50,205
Delta Air Lines,2022-01-29,1,29,2022,2265,RSW,08,08:35,207
Delta Air Lines,2022-01-29,1,29,2022,2335,MCO,11,11:00,177
Delta Air Lines,2022-01-29,1,29,2022,2399,PBI,07,07:30,182
Delta Air Lines,2022-01-29,1,29,2022,2433,TPA,12,12:59,180
Delta Air Lines,2022-01-29,1,29,2022,2469,TPA,07,07:30,185
Delta Air Lines,2022-01-29,1,29,2022,2638,SEA,07,07:15,382
Delta Air Lines,2022-01-29,1,29,2022,2724,MIA,15,15:39,199
Delta Air Lines,2022-01-29,1,29,2022,2776,MIA,11,11:39,190
United Air Lines,2022-01-29,1,29,2022,0515,LAX,08,08:30,390
United Air Lines,2022-01-29,1,29,2022,0517,LAX,18,18:15,390
United Air Lines,2022-01-29,1,29,2022,0521,SFO,08,08:00,392
United Air Lines,2022-01-29,1,29,2022,0523,SFO,16,16:55,392
Republic Airways,2022-01-29,1,29,2022,4503,RDU,14,14:30,111
Republic Airways,2022-01-29,1,29,2022,4518,BNA,10,10:40,160
Republic Airways,2022-01-29,1,29,2022,4520,BNA,19,19:00,163
Republic Airways,2022-01-29,1,29,2022,4522,BWI,17,17:15,75
Republic Airways,2022-01-29,1,29,2022,4525,IND,18,18:29,149
Republic Airways,2022-01-29,1,29,2022,4526,ORF,15,15:40,88
Republic Airways,2022-01-29,1,29,2022,4527,ORF,08,08:46,90
Republic Airways,2022-01-29,1,29,2022,4530,PIT,15,15:45,105
Republic Airways,2022-01-29,1,29,2022,4537,RIC,15,15:39,91
