airline_name,date,month,day,year,flight_number,destination_airport,scheduled_hour,scheduled_departure_time,scheduled_elapsed_time_minutes
Republic Airways,2022-01-29,1,29,2022,4540,RDU,16,16:45,110
Republic Airways,2022-01-29,1,29,2022,4545,BWI,11,11:40,75
Republic Airways,2022-01-29,1,29,2022,4555,BWI,10,10:40,75
Republic Airways,2022-01-29,1,29,2022,4587,CLE,15,15:15,117
Republic Airways,2022-01-29,1,29,2022,4628,RDU,13,13:00,110
Republic Airways,2022-01-29,1,29,2022,4634,CVG,11,11:15,140
Republic Airways,2022-01-29,1,29,2022,4636,DCA,13,13:26,85
Republic Airways,2022-01-29,1,29,2022,4638,IND,09,09:59,148
Republic Airways,2022-01-29,1,29,2022,4641,DCA,07,07:45,85
Republic Airways,2022-01-29,1,29,2022,4651,BWI,13,13:29,75
Republic Airways,2022-01-29,1,29,2022,4662,BWI,15,15:29,76
Republic Airways,2022-01-29,1,29,2022,4666,CLE,07,07:20,117
Republic Airways,2022-01-29,1,29,2022,4671,RIC,18,18:15,90
Republic Airways,2022-01-29,1,29,2022,4678,CLE,21,21:00,118
Republic Airways,2022-01-29,1,29,2022,4687,ORH,14,14:30,66
Republic Airways,2022-01-29,1,29,2022,4688,CMH,21,21:30,121
Republic Airways,2022-01-29,1,29,2022,4690,PIT,17,17:15,105
Republic Airways,2022-01-29,1,29,2022,4712,RIC,09,09:15,91
Republic Airways,2022-01-29,1,29,2022,4717,DCA,20,20:00,85
Republic Airways,2022-01-29,1,29,2022,4722,DCA,17,17:20,85
Republic Airways,2022-01-29,1,29,2022,4767,CMH,15,15:10,123
Republic Airways,2022-01-29,1,29,2022,4872,CVG,15,15:25,141
Republic Airways,2022-01-29,1,29,2022,4886,PIT,12,12:00,105
Republic Airways,2022-01-29,1,29,2022,4892,CLE,12,12:25,118
Republic Airways,2022-01-29,1,29,2022,4913,ORF,12,12:00,86
Republic Airways,2022-01-29,1,29,2022,4926,RDU,07,07:40,110
Republic Airways,2022-01-29,1,29,2022,4939,BOS,17,17:29,80
Republic Airways,2022-01-29,1,29,2022,5011,PIT,21,21:40,107
Republic Airways,2022-01-29,1,29,2022,5595,PIT,18,18:10,101
Republic Airways,2022-01-29,1,29,2022,5603,BOS,09,09:55,70
Republic Airways,2022-01-29,1,29,2022,5605,SRQ,09,09:59,197
Republic Airways,2022-01-29,1,29,2022,5606,JAX,08,08:10,167
Republic Airways,2022-01-29,1,29,2022,5607,ORD,15,15:30,170
Republic Airways,2022-01-29,1,29,2022,5609,CMH,10,10:29,104
Republic Airways,2022-01-29,1,29,2022,5615,BOS,22,22:30,75
Republic Airways,2022-01-29,1,29,2022,5630,CLT,12,12:00,121
Republic Airways,2022-01-29,1,29,2022,5639,BOS,13,13:30,79
Republic Airways,2022-01-29,1,29,2022,5645,CLT,15,15:25,130
Republic Airways,2022-01-29,1,29,2022,5663,PIT,14,14:55,100
Republic Airways,2022-01-29,1,29,2022,5665,DCA,17,17:49,81
Republic Airways,2022-01-29,1,29,2022,5668,DCA,09,09:20,80
Republic Airways,2022-01-29,1,29,2022,5688,CMH,19,19:35,116
Republic Airways,2022-01-29,1,29,2022,5731,DCA,16,16:00,85
Republic Airways,2022-01-29,1,29,2022,5740,JAX,19,19:25,168
Republic Airways,2022-01-29,1,29,2022,5747,JAX,14,14:55,162
Republic Airways,2022-01-29,1,29,2022,5762,BOS,07,07:30,80
Republic Airways,2022-01-29,1,29,2022,5763,DCA,21,21:42,78
Republic Airways,2022-01-29,1,29,2022,5806,BOS,17,17:39,79
Republic Airways,2022-01-29,1,29,2022,5809,ORD,08,08:30,168
Republic Airways,2022-01-29,1,29,2022,5829,PIT,20,20:35,100
Republic Airways,2022-01-29,1,29,2022,5834,CMH,14,14:55,114
Endeavor Air,2022-01-30,1,30,2022,4629,ORF,09,09:55,87
Endeavor Air,2022-01-30,1,30,2022,4655,PIT,14,14:55,104
Endeavor Air,2022-01-30,1,30,2022,4676,DTW,07,07:10,133
Endeavor Air,2022-01-30,1,30,2022,4716,ORD,11,11:12,169
Endeavor Air,2022-01-30,1,30,2022,4726,ROC,09,09:46,84
Endeavor Air,2022-01-30,1,30,2022,4761,CHS,08,08:30,138
Endeavor Air,2022-01-30,1,30,2022,4801,IND,08,08:50,151
Endeavor Air,2022-01-30,1,30,2022,4829,RDU,16,16:55,113
Endeavor Air,2022-01-30,1,30,2022,4858,DTW,13,13:00,130
Endeavor Air,2022-01-30,1,30,2022,4865,ROC,15,15:08,92
Endeavor Air,2022-01-30,1,30,2022,4872,RIC,14,14:55,99
Endeavor Air,2022-01-30,1,30,2022,4873,RDU,08,08:15,113
Endeavor Air,2022-01-30,1,30,2022,4982,CLE,08,08:59,121
Endeavor Air,2022-01-30,1,30,2022,4997,CLE,13,13:59,119
Endeavor Air,2022-01-30,1,30,2022,5020,RIC,08,08:17,100
Endeavor Air,2022-01-30,1,30,2022,5023,BNA,15,15:10,161
Endeavor Air,2022-01-30,1,30,2022,5053,PIT,08,08:15,103
Endeavor Air,2022-01-30,1,30,2022,5057,BUF,09,09:29,97
Endeavor Air,2022-01-30,1,30,2022,5113,RDU,11,11:42,106
Endeavor Air,2022-01-30,1,30,2022,5199,BWI,08,08:45,80
Endeavor Air,2022-01-30,1,30,2022,5207,ORF,12,12:50,87
Endeavor Air,2022-01-30,1,30,2022,5247,RDU,19,19:20,114
Endeavor Air,2022-01-30,1,30,2022,5282,BUF,17,17:19,93
Endeavor Air,2022-01-30,1,30,2022,5291,SAV,09,09:20,143
Endeavor Air,2022-01-30,1,30,2022,5379,CLT,17,17:00,134
Endeavor Air,2022-01-30,1,30,2022,5412,BNA,08,08:35,157
Endeavor Air,2022-01-30,1,30,2022,5446,SYR,12,12:30,75
Endeavor Air,2022-01-30,1,30,2022,5449,BWI,14,14:55,69
Endeavor Air,2022-01-30,1,30,2022,5460,IAD,14,14:55,82
Endeavor Air,2022-01-30,1,30,2022,5470,CLT,08,08:39,136
American Airlines,2022-01-30,1,30,2022,0001,LAX,07,07:30,394
American Airlines,2022-01-30,1,30,2022,0003,LAX,11,11:30,392
American Airlines,2022-01-30,1,30,2022,0076,SFO,07,07:00,413
American Airlines,2022-01-30,1,30,2022,0171,LAX,06,06:00,394
American Airlines,2022-01-30,1,30,2022,0179,SFO,08,08:59,412
American Airlines,2022-01-30,1,30,2022,0255,LAX,10,10:00,392
American Airlines,2022-01-30,1,30,2022,0306,LAX,16,16:30,394
American Airlines,2022-01-30,1,30,2022,0429,SNA,16,16:35,386
American Airlines,2022-01-30,1,30,2022,0493,CLT,12,12:00,125
American Airlines,2022-01-30,1,30,2022,0495,CLT,09,09:25,132
American Airlines,2022-01-30,1,30,2022,0595,MIA,11,11:00,187
American Airlines,2022-01-30,1,30,2022,0830,JAC,10,10:30,318
American Airlines,2022-01-30,1,30,2022,0936,STT,09,09:25,235
American Airlines,2022-01-30,1,30,2022,1174,MIA,18,18:15,195
American Airlines,2022-01-30,1,30,2022,1228,MIA,09,09:40,193
American Airlines,2022-01-30,1,30,2022,1330,LAS,20,20:40,366
American Airlines,2022-01-30,1,30,2022,1444,CLT,07,07:35,135
American Airlines,2022-01-30,1,30,2022,1553,EGE,11,11:00,296
American Airlines,2022-01-30,1,30,2022,1637,BOS,12,12:32,75
American Airlines,2022-01-30,1,30,2022,1875,FLL,07,07:00,192
American Airlines,2022-01-30,1,30,2022,2222,BOS,08,08:25,83
American Airlines,2022-01-30,1,30,2022,2234,DFW,08,08:00,268
American Airlines,2022-01-30,1,30,2022,2268,MIA,06,06:30,190
American Airlines,2022-01-30,1,30,2022,2369,PHX,06,06:30,365
American Airlines,2022-01-30,1,30,2022,2643,CLT,06,06:00,130
American Airlines,2022-01-30,1,30,2022,2772,AUS,17,17:29,264
American Airlines,2022-01-30,1,30,2022,2813,AUS,08,08:00,273
Alaska Airlines,2022-01-30,1,30,2022,0014,SFO,13,13:00,404
Alaska Airlines,2022-01-30,1,30,2022,0027,SFO,09,09:00,401
Alaska Airlines,2022-01-30,1,30,2022,0063,SEA,11,11:30,385
Alaska Airlines,2022-01-30,1,30,2022,0077,SEA,09,09:30,385
JetBlue Airways,2022-01-30,1,30,2022,0063,SEA,09,09:29,392
JetBlue Airways,2022-01-30,1,30,2022,0065,ABQ,20,20:00,309
JetBlue Airways,2022-01-30,1,30,2022,0071,SLC,19,19:30,334
JetBlue Airways,2022-01-30,1,30,2022,0081,RNO,19,19:40,380
JetBlue Airways,2022-01-30,1,30,2022,0102,BUF,21,21:35,94
JetBlue Airways,2022-01-30,1,30,2022,0105,ORD,21,21:45,160
JetBlue Airways,2022-01-30,1,30,2022,0116,SYR,09,09:25,78
JetBlue Airways,2022-01-30,1,30,2022,0123,LAX,06,06:59,386
JetBlue Airways,2022-01-30,1,30,2022,0135,PHX,17,17:43,348
JetBlue Airways,2022-01-30,1,30,2022,0139,BQN,09,09:59,229
JetBlue Airways,2022-01-30,1,30,2022,0145,CHS,20,20:00,140
JetBlue Airways,2022-01-30,1,30,2022,0186,ROC,09,09:15,85
JetBlue Airways,2022-01-30,1,30,2022,0225,TPA,16,16:30,191
JetBlue Airways,2022-01-30,1,30,2022,0234,BTV,21,21:59,76
JetBlue Airways,2022-01-30,1,30,2022,0263,SEA,19,19:15,394
JetBlue Airways,2022-01-30,1,30,2022,0283,MCO,19,19:30,188
JetBlue Airways,2022-01-30,1,30,2022,0303,SJU,22,22:59,230
JetBlue Airways,2022-01-30,1,30,2022,0359,BUR,15,15:59,397
JetBlue Airways,2022-01-30,1,30,2022,0385,RDU,20,20:40,113
JetBlue Airways,2022-01-30,1,30,2022,0425,TPA,06,06:30,181
JetBlue Airways,2022-01-30,1,30,2022,0486,ROC,22,22:16,82
JetBlue Airways,2022-01-30,1,30,2022,0518,BOS,06,06:59,69
JetBlue Airways,2022-01-30,1,30,2022,0519,ATL,08,08:57,161
JetBlue Airways,2022-01-30,1,30,2022,0553,PBI,21,21:20,178
JetBlue Airways,2022-01-30,1,30,2022,0586,ROC,17,17:40,83
JetBlue Airways,2022-01-30,1,30,2022,0601,FLL,06,06:00,188
JetBlue Airways,2022-01-30,1,30,2022,0623,LAX,17,17:29,387
JetBlue Airways,2022-01-30,1,30,2022,0629,RSW,21,21:45,194
JetBlue Airways,2022-01-30,1,30,2022,0653,PBI,06,06:29,176
JetBlue Airways,2022-01-30,1,30,2022,0669,SJC,17,17:59,408
JetBlue Airways,2022-01-30,1,30,2022,0676,ORH,22,22:30,58
JetBlue Airways,2022-01-30,1,30,2022,0677,JAX,07,07:20,160
JetBlue Airways,2022-01-30,1,30,2022,0711,LAS,19,19:12,369
JetBlue Airways,2022-01-30,1,30,2022,0776,ORH,13,13:06,58
JetBlue Airways,2022-01-30,1,30,2022,0809,DFW,20,20:00,263
JetBlue Airways,2022-01-30,1,30,2022,0853,PBI,12,12:00,185
JetBlue Airways,2022-01-30,1,30,2022,0871,SLC,08,08:40,327
JetBlue Airways,2022-01-30,1,30,2022,0883,MCO,17,17:29,184
JetBlue Airways,2022-01-30,1,30,2022,0915,SFO,16,16:20,413
JetBlue Airways,2022-01-30,1,30,2022,1005,PDX,19,19:42,382
JetBlue Airways,2022-01-30,1,30,2022,1008,BOS,12,12:30,70
JetBlue Airways,2022-01-30,1,30,2022,1019,DTW,20,20:30,130
JetBlue Airways,2022-01-30,1,30,2022,1053,PBI,09,09:00,186
JetBlue Airways,2022-01-30,1,30,2022,1083,MCO,05,05:30,175
JetBlue Airways,2022-01-30,1,30,2022,1118,BOS,16,16:30,76
JetBlue Airways,2022-01-30,1,30,2022,1183,MCO,20,20:39,185
JetBlue Airways,2022-01-30,1,30,2022,1273,CHS,08,08:00,141
JetBlue Airways,2022-01-30,1,30,2022,1277,JAX,20,20:50,164
JetBlue Airways,2022-01-30,1,30,2022,1401,FLL,18,18:45,196
JetBlue Airways,2022-01-30,1,30,2022,1415,SFO,19,19:30,414
JetBlue Airways,2022-01-30,1,30,2022,1418,BOS,18,18:30,85
JetBlue Airways,2022-01-30,1,30,2022,1483,MCO,13,13:00,178
JetBlue Airways,2022-01-30,1,30,2022,1601,FLL,13,13:51,199
JetBlue Airways,2022-01-30,1,30,2022,1603,SJU,05,05:41,227
JetBlue Airways,2022-01-30,1,30,2022,1623,LAX,20,20:29,389
JetBlue Airways,2022-01-30,1,30,2022,1701,FLL,20,20:45,194
JetBlue Airways,2022-01-30,1,30,2022,1719,ATL,18,18:30,164
JetBlue Airways,2022-01-30,1,30,2022,1723,LAX,21,21:30,389
JetBlue Airways,2022-01-30,1,30,2022,1729,RSW,14,14:30,201
JetBlue Airways,2022-01-30,1,30,2022,1853,PBI,17,17:50,183
JetBlue Airways,2022-01-30,1,30,2022,2103,SJU,20,20:04,235
JetBlue Airways,2022-01-30,1,30,2022,2155,EYW,07,07:41,218
JetBlue Airways,2022-01-30,1,30,2022,2193,MIA,20,20:00,201
JetBlue Airways,2022-01-30,1,30,2022,2516,SYR,21,21:59,75
JetBlue Airways,2022-01-30,1,30,2022,2693,MIA,17,17:15,199
JetBlue Airways,2022-01-30,1,30,2022,2893,MIA,21,21:20,197
Delta Air Lines,2022-01-30,1,30,2022,0302,LAX,07,07:00,380
Delta Air Lines,2022-01-30,1,30,2022,0311,SFO,16,16:35,404
Delta Air Lines,2022-01-30,1,30,2022,0313,LAX,17,17:15,386
Delta Air Lines,2022-01-30,1,30,2022,0315,SLC,17,17:59,334
Delta Air Lines,2022-01-30,1,30,2022,0326,LAX,12,12:20,375
Delta Air Lines,2022-01-30,1,30,2022,0350,SAN,08,08:05,385
Delta Air Lines,2022-01-30,1,30,2022,0351,LAX,10,10:29,381
Delta Air Lines,2022-01-30,1,30,2022,0354,SLC,06,06:59,331
Delta Air Lines,2022-01-30,1,30,2022,0384,SLC,10,10:59,330
Delta Air Lines,2022-01-30,1,30,2022,0387,LAS,11,11:20,353
Delta Air Lines,2022-01-30,1,30,2022,0424,ATL,06,06:30,155
Delta Air Lines,2022-01-30,1,30,2022,0427,SEA,11,11:00,375
Delta Air Lines,2022-01-30,1,30,2022,0430,LAS,16,16:00,356
Delta Air Lines,2022-01-30,1,30,2022,0435,ATL,19,19:00,167
Delta Air Lines,2022-01-30,1,30,2022,0439,LAX,13,13:59,386
Delta Air Lines,2022-01-30,1,30,2022,0442,SFO,11,11:15,395
Delta Air Lines,2022-01-30,1,30,2022,0452,SEA,15,15:41,387
Delta Air Lines,2022-01-30,1,30,2022,0460,SEA,18,18:07,382
Delta Air Lines,2022-01-30,1,30,2022,0487,SFO,07,07:00,402
Delta Air Lines,2022-01-30,1,30,2022,0543,LAX,08,08:35,390
Delta Air Lines,2022-01-30,1,30,2022,0639,SJU,08,08:10,229
Delta Air Lines,2022-01-30,1,30,2022,0655,AUS,18,18:39,268
Delta Air Lines,2022-01-30,1,30,2022,0659,AUS,08,08:30,276
Delta Air Lines,2022-01-30,1,30,2022,0795,PHX,07,07:05,345
Delta Air Lines,2022-01-30,1,30,2022,0797,PBI,08,08:15,185
Delta Air Lines,2022-01-30,1,30,2022,0806,SJU,13,13:00,218
Delta Air Lines,2022-01-30,1,30,2022,0812,MCO,07,07:00,180
Delta Air Lines,2022-01-30,1,30,2022,0829,PHX,18,18:51,358
Delta Air Lines,2022-01-30,1,30,2022,0856,ATL,16,16:05,160
Delta Air Lines,2022-01-30,1,30,2022,0863,ATL,08,08:30,162
Delta Air Lines,2022-01-30,1,30,2022,0992,MSP,07,07:59,196
Delta Air Lines,2022-01-30,1,30,2022,1005,DFW,08,08:15,260
Delta Air Lines,2022-01-30,1,30,2022,1077,DEN,19,19:59,289
Delta Air Lines,2022-01-30,1,30,2022,1104,LAS,08,08:10,360
Delta Air Lines,2022-01-30,1,30,2022,1170,DEN,07,07:59,289
Delta Air Lines,2022-01-30,1,30,2022,1175,AUS,13,13:05,259
Delta Air Lines,2022-01-30,1,30,2022,1272,FLL,07,07:05,193
Delta Air Lines,2022-01-30,1,30,2022,1377,MSY,07,07:59,222
Delta Air Lines,2022-01-30,1,30,2022,1547,STT,08,08:30,241
Delta Air Lines,2022-01-30,1,30,2022,1695,FLL,15,15:30,199
Delta Air Lines,2022-01-30,1,30,2022,2090,TPA,18,18:15,193
Delta Air Lines,2022-01-30,1,30,2022,2127,FLL,11,11:40,180
Delta Air Lines,2022-01-30,1,30,2022,2219,MIA,07,07:00,189
Delta Air Lines,2022-01-30,1,30,2022,2265,RSW,08,08:40,207
Delta Air Lines,2022-01-30,1,30,2022,2335,MCO,10,10:58,177
Delta Air Lines,2022-01-30,1,30,2022,2469,TPA,07,07:30,185
Delta Air Lines,2022-01-30,1,30,2022,2638,SEA,07,07:15,382
Delta Air Lines,2022-01-30,1,30,2022,2724,MIA,15,15:30,199
Delta Air Lines,2022-01-30,1,30,2022,2776,MIA,11,11:00,190
United Air Lines,2022-01-30,1,30,2022,0515,LAX,08,08:30,390
United Air Lines,2022-01-30,1,30,2022,0521,SFO,08,08:00,392
Republic Airways,2022-01-30,1,30,2022,4518,BNA,10,10:40,160
Republic Airways,2022-01-30,1,30,2022,4526,ORF,15,15:40,88
Republic Airways,2022-01-30,1,30,2022,4527,ORF,08,08:46,90
Republic Airways,2022-01-30,1,30,2022,4545,BWI,11,11:40,75
Republic Airways,2022-01-30,1,30,2022,4555,BWI,10,10:30,75
Republic Airways,2022-01-30,1,30,2022,4634,CVG,11,11:15,140
Republic Airways,2022-01-30,1,30,2022,4638,IND,09,09:59,148
Republic Airways,2022-01-30,1,30,2022,4641,DCA,07,07:45,85
Republic Airways,2022-01-30,1,30,2022,4666,CLE,07,07:20,117
Republic Airways,2022-01-30,1,30,2022,4712,RIC,09,09:15,91
Republic Airways,2022-01-30,1,30,2022,4886,PIT,11,11:10,105
Republic Airways,2022-01-30,1,30,2022,4892,CLE,12,12:25,118
Republic Airways,2022-01-30,1,30,2022,4913,ORF,12,12:04,86
Republic Airways,2022-01-30,1,30,2022,4926,RDU,07,07:40,110
Republic Airways,2022-01-30,1,30,2022,5603,BOS,09,09:55,70
Republic Airways,2022-01-30,1,30,2022,5606,JAX,08,08:10,167
Republic Airways,2022-01-30,1,30,2022,5607,ORD,15,15:30,170
Republic Airways,2022-01-30,1,30,2022,5609,CMH,10,10:30,104
Republic Airways,2022-01-30,1,30,2022,5619,RDU,13,13:35,107
Republic Airways,2022-01-30,1,30,2022,5630,CLT,12,12:00,121
Republic Airways,2022-01-30,1,30,2022,5639,BOS,12,12:50,76
Republic Airways,2022-01-30,1,30,2022,5645,CLT,14,14:55,128
Republic Airways,2022-01-30,1,30,2022,5668,DCA,09,09:20,80
Republic Airways,2022-01-30,1,30,2022,5687,CMH,16,16:00,111
Republic Airways,2022-01-30,1,30,2022,5747,JAX,14,14:55,162
Republic Airways,2022-01-30,1,30,2022,5762,BOS,07,07:30,80
Republic Airways,2022-01-30,1,30,2022,5806,BOS,17,17:39,79
Republic Airways,2022-01-30,1,30,2022,5809,ORD,08,08:30,168
Endeavor Air,2022-01-31,1,31,2022,4726,ROC,09,09:46,84
Endeavor Air,2022-01-31,1,31,2022,4873,RDU,08,08:15,113
Endeavor Air,2022-01-31,1,31,2022,4982,CLE,08,08:59,121
Endeavor Air,2022-01-31,1,31,2022,4997,CLE,13,13:59,119
Endeavor Air,2022-01-31,1,31,2022,5460,IAD,14,14:55,82
JetBlue Airways,2022-01-31,1,31,2022,0001,FLL,07,07:30,195
JetBlue Airways,2022-01-31,1,31,2022,0015,SFO,08,08:20,413
JetBlue Airways,2022-01-31,1,31,2022,0053,PBI,07,07:30,184
JetBlue Airways,2022-01-31,1,31,2022,0089,SAN,16,16:50,382
JetBlue Airways,2022-01-31,1,31,2022,0135,PHX,17,17:45,348
JetBlue Airways,2022-01-31,1,31,2022,0189,SAN,06,06:59,380
JetBlue Airways,2022-01-31,1,31,2022,0263,SEA,19,19:15,394
JetBlue Airways,2022-01-31,1,31,2022,0283,MCO,19,19:30,188
JetBlue Airways,2022-01-31,1,31,2022,0303,SJU,22,22:59,230
JetBlue Airways,2022-01-31,1,31,2022,0341,SAV,15,15:30,148
JetBlue Airways,2022-01-31,1,31,2022,0359,BUR,15,15:59,397
JetBlue Airways,2022-01-31,1,31,2022,0385,RDU,20,20:40,113
JetBlue Airways,2022-01-31,1,31,2022,0459,BUR,08,08:45,400
JetBlue Airways,2022-01-31,1,31,2022,0518,BOS,06,06:59,69
JetBlue Airways,2022-01-31,1,31,2022,0629,RSW,21,21:45,194
JetBlue Airways,2022-01-31,1,31,2022,0676,ORH,22,22:30,58
JetBlue Airways,2022-01-31,1,31,2022,0723,LAX,08,08:00,391
JetBlue Airways,2022-01-31,1,31,2022,0823,LAX,15,15:35,388
JetBlue Airways,2022-01-31,1,31,2022,1019,DTW,20,20:30,130
JetBlue Airways,2022-01-31,1,31,2022,1053,PBI,09,09:00,186
JetBlue Airways,2022-01-31,1,31,2022,1118,BOS,16,16:30,76
JetBlue Airways,2022-01-31,1,31,2022,1119,ATL,13,13:26,156
JetBlue Airways,2022-01-31,1,31,2022,1277,JAX,20,20:50,164
JetBlue Airways,2022-01-31,1,31,2022,1438,BOS,08,08:30,77
JetBlue Airways,2022-01-31,1,31,2022,1602,BUF,10,10:31,85
JetBlue Airways,2022-01-31,1,31,2022,1634,BTV,09,09:40,75
JetBlue Airways,2022-01-31,1,31,2022,2193,MIA,20,20:00,201
Delta Air Lines,2022-01-31,1,31,2022,1547,STT,08,08:30,241
