carrier_code,date,month,day,year,flight_number,tail_number,destination_airport,airline_name
YX,2022-01-29T05:00:00Z,1,29,2022,4690,NA,PIT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4712,NA,RIC,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4717,NA,DCA,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4722,NA,DCA,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4767,NA,CMH,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4872,NA,CVG,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4886,NA,PIT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4892,NA,CLE,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4913,NA,ORF,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4926,NA,RDU,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,4939,NA,BOS,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5011,NA,PIT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5595,N204JQ,PIT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5603,N205JQ,BOS,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5605,N240JQ,SRQ,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5606,N243JQ,JAX,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5607,N203JQ,ORD,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5609,N215JQ,CMH,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5615,N203JQ,BOS,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5630,N204JQ,CLT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5639,N207JQ,BOS,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5645,N224JQ,CLT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5663,N228JQ,PIT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5665,N246JQ,DCA,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5668,N216JQ,DCA,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5688,N240JQ,CMH,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5731,N233JQ,DCA,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5740,N218JQ,JAX,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5747,N243JQ,JAX,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5762,N223JQ,BOS,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5763,N243JQ,DCA,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5806,N236JQ,BOS,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5809,N203JQ,ORD,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5829,N216JQ,PIT,Republic Airways
YX,2022-01-29T05:00:00Z,1,29,2022,5834,N216JQ,CMH,Republic Airways
9E,2022-01-30T05:00:00Z,1,30,2022,4629,N600LR,ORF,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4655,N935XJ,PIT,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4676,N931XJ,DTW,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4716,N309PQ,ORD,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4726,N187GJ,ROC,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4761,N166PQ,CHS,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4801,N336PQ,IND,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4829,N182GJ,RDU,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4858,N913XJ,DTW,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4865,N320PQ,ROC,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4872,N906XJ,RIC,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4873,N337PQ,RDU,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4982,N927XJ,CLE,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,4997,N600LR,CLE,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5020,N349PQ,RIC,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5023,N146PQ,BNA,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5053,N153PQ,PIT,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5057,N309PQ,BUF,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5113,N371CA,RDU,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5199,N927XJ,BWI,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5207,N320PQ,ORF,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5247,N182GJ,RDU,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5282,N678CA,BUF,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5291,N300PQ,SAV,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5379,N300PQ,CLT,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5412,N146PQ,BNA,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5446,N912XJ,SYR,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5449,N600LR,BWI,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5460,N166PQ,IAD,Endeavor Air
9E,2022-01-30T05:00:00Z,1,30,2022,5470,N371CA,CLT,Endeavor Air
AA,2022-01-30T05:00:00Z,1,30,2022,0001,N112AN,LAX,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0003,N110AN,LAX,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0076,N111ZM,SFO,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0171,N103NN,LAX,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0179,N106NN,SFO,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0255,N104NN,LAX,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0306,N111ZM,LAX,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0429,N101NN,SNA,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0493,N713UW,CLT,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0495,N981NN,CLT,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0595,N770AN,MIA,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0830,N9017P,JAC,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,0936,N9029F,STT,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,1174,N316SE,MIA,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,1228,N304RB,MIA,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,1330,N958NN,LAS,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,1444,N813NN,CLT,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,1553,N9012,EGE,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,1637,N115NN,BOS,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,1875,N802NN,FLL,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,2222,N115NN,BOS,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,2234,N314RH,DFW,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,2268,N788AN,MIA,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,2369,N960NN,PHX,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,2643,N878NN,CLT,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,2772,N994NN,AUS,American Airlines
AA,2022-01-30T05:00:00Z,1,30,2022,2813,N344PP,AUS,American Airlines
AS,2022-01-30T05:00:00Z,1,30,2022,0014,N517AS,SFO,Alaska Airlines
AS,2022-01-30T05:00:00Z,1,30,2022,0027,N845VA,SFO,Alaska Airlines
AS,2022-01-30T05:00:00Z,1,30,2022,0063,N294AK,SEA,Alaska Airlines
AS,2022-01-30T05:00:00Z,1,30,2022,0077,N495AS,SEA,Alaska Airlines
B6,2022-01-30T05:00:00Z,1,30,2022,0063,N510JB,SEA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0065,N585JB,ABQ,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0071,N806JB,SLC,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0081,N598JB,RNO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0102,N179JB,BUF,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0105,N715JB,ORD,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0116,N334JB,SYR,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0123,N2105J,LAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0135,N913JB,PHX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0139,N662JB,BQN,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0145,N368JB,CHS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0186,N187JB,ROC,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0225,N975JT,TPA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0234,N339JB,BTV,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0263,N944JT,SEA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0283,N2027J,MCO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0303,N708JB,SJU,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0359,N903JB,BUR,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0385,N266JB,RDU,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0425,N630JB,TPA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0486,N358JB,ROC,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0518,N216JB,BOS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0519,N537JT,ATL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0553,N509JB,PBI,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0586,N329JB,ROC,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0601,N652JB,FLL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0623,N929JB,LAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0629,N649JB,RSW,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0653,N659JB,PBI,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0669,N784JB,SJC,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0676,N328JB,ORH,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0677,N834JB,JAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0711,N955JB,LAS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0776,N354JB,ORH,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0809,N662JB,DFW,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0853,N806JB,PBI,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0871,N775JB,SLC,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0883,N2017J,MCO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,0915,N993JE,SFO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1005,N809JB,PDX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1008,N504JB,BOS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1019,N324JB,DTW,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1053,N827JB,PBI,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1083,N641JB,MCO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1118,N354JB,BOS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1183,N955JB,MCO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1273,N231JB,CHS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1277,N639JB,JAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1401,N2002J,FLL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1415,N990JL,SFO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1418,N524JB,BOS,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1483,N999JQ,MCO,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1601,N2048J,FLL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1603,N2017J,SJU,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1623,N980JT,LAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1701,N634JB,FLL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1719,N179JB,ATL,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1723,N983JT,LAX,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1729,N554JB,RSW,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,1853,N527JL,PBI,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2103,N775JB,SJU,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2155,N281JB,EYW,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2193,N975JT,MIA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2516,N179JB,SYR,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2693,N615JB,MIA,JetBlue Airways
B6,2022-01-30T05:00:00Z,1,30,2022,2893,N595JB,MIA,JetBlue Airways
DL,2022-01-30T05:00:00Z,1,30,2022,0302,N833MH,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0311,N184DN,SFO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0313,N829MH,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0315,N342DN,SLC,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0326,N193DN,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0350,N1603,SAN,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0351,N182DN,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0354,N727TW,SLC,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0384,N851DN,SLC,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0387,N829MH,LAS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0424,N349DX,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0427,N185DN,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0430,N853NW,LAS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0435,N868DN,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0439,N1200K,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0442,N192DN,SFO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0452,N723TW,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0460,N707TW,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0487,N1201P,SFO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0543,N827MH,LAX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0639,N893DN,SJU,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0655,N318NB,AUS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0659,N318NB,AUS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0795,N829MH,PHX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0797,N3763D,PBI,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0806,N926DZ,SJU,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0812,N345DN,MCO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0829,N920DU,PHX,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0856,N386DA,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0863,N841DN,ATL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,0992,N103DU,MSP,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1005,N103DU,DFW,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1077,N821DN,DEN,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1104,N832MH,LAS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1170,N721TW,DEN,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1175,N365NB,AUS,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1272,N318DX,FLL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1377,N386DA,MSY,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1547,N695DL,STT,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,1695,N355DN,FLL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2090,N3763D,TPA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2127,N111DC,FLL,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2219,N382DN,MIA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2265,N345DN,RSW,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2335,N317DN,MCO,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2469,N3768,TPA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2638,N712TW,SEA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2724,N351DN,MIA,Delta Air Lines
DL,2022-01-30T05:00:00Z,1,30,2022,2776,N345DN,MIA,Delta Air Lines
UA,2022-01-30T05:00:00Z,1,30,2022,0515,NA,LAX,United Air Lines
UA,2022-01-30T05:00:00Z,1,30,2022,0521,NA,SFO,United Air Lines
YX,2022-01-30T05:00:00Z,1,30,2022,4518,NA,BNA,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4526,NA,ORF,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4527,NA,ORF,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4545,NA,BWI,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4555,NA,BWI,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4634,NA,CVG,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4638,NA,IND,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4641,NA,DCA,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4666,NA,CLE,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4712,NA,RIC,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4886,NA,PIT,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4892,NA,CLE,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4913,NA,ORF,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,4926,NA,RDU,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5603,N225JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5606,N860RW,JAX,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5607,N231JQ,ORD,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5609,N225JQ,CMH,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5619,N209JQ,RDU,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5630,N240JQ,CLT,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5639,N204JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5645,N219YX,CLT,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5668,N860RW,DCA,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5687,N218JQ,CMH,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5747,N223JQ,JAX,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5762,N206JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5806,N241JQ,BOS,Republic Airways
YX,2022-01-30T05:00:00Z,1,30,2022,5809,N203JQ,ORD,Republic Airways
9E,2022-01-31T05:00:00Z,1,31,2022,4726,N329PQ,ROC,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,4873,N146PQ,RDU,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,4982,N329PQ,CLE,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,4997,N932XJ,CLE,Endeavor Air
9E,2022-01-31T05:00:00Z,1,31,2022,5460,N935XJ,IAD,Endeavor Air
B6,2022-01-31T05:00:00Z,1,31,2022,0001,N703JB,FLL,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0015,N991JT,SFO,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0053,N629JB,PBI,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0089,N982JB,SAN,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0135,N625JB,PHX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0189,N629JB,SAN,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0263,N980JT,SEA,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0283,N2002J,MCO,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0303,N579JB,SJU,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0341,N657JB,SAV,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0359,N2048J,BUR,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0385,N258JB,RDU,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0459,N2016J,BUR,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0518,N339JB,BOS,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0629,N526JL,RSW,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0676,N267JB,ORH,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0723,N934JB,LAX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,0823,N993JE,LAX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1019,N317JB,DTW,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1053,N643JB,PBI,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1118,N351JB,BOS,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1119,N834JB,ATL,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1277,N708JB,JAX,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1438,N625JB,BOS,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1602,N203JB,BUF,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,1634,N375JB,BTV,JetBlue Airways
B6,2022-01-31T05:00:00Z,1,31,2022,2193,N958JB,MIA,JetBlue Airways
DL,2022-01-31T05:00:00Z,1,31,2022,1547,NA,STT,Delta Air Lines
